Code,Name,PGN,,,,
B12,"Dreyev Defense, Caro-Kann",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 Qb6,,,,
B12,"Bronstein Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Ne2,,,,
B12,"Short Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3,,,,
B12,"Botvinnik-Carls Defense, Caro-Kann",1.e4 c6 2.d4 d5 3.e5 c5,,,,
B12,"Maroczy Variation, Caro",1.e4 c6 2.d4 d5 3.f3,,,,
B12,"Fantasy; Lilienfisch Variation, Caro",1.e4 c6 2.d4 d5 3.f3,,,,
B12,"Maroczy Gambit, Caro-Kann",1.e4 c6 2.d4 d5 3.f3 dxe4 4.fxe4 e5 5.Nf3 exd4 6.Bc4,,,,
B12,"Modern Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.Nd2,,,,
B12,New Caro-Kann,1.e4 c6 2.d4 d5 3.Nd2 g6,,,,
B12,"Edinburgh Variation, Caro",1.e4 c6 2.d4 d5 3.Nd2 Qb6,,,,
B12,"Ulysses Gambit, Caro",1.e4 c6 2.d4 d5 3.Nf3 dxe4 4.Ng5,,,,
B12,"De Bruycker Defense, Caro",1.e4 c6 2.d4 Na6,,,,
B12,"Hector Gambit, Caro",1.e4 c6 2.Nc3 d5 3.Nf3 dxe4 4.Ng5,,,,
B13,"Exchange Variation, Caro; B13",1.e4 c6 2.d4 d5 3.exd5,,,,
B13,"Rubinstein Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.exd5 cxd3 4.Bd3 Nc6 5.c3 Nf6 6.Bf4,,,,
B13,Panov-Botvinnik; Gunderam Attack,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4,,,,
B14,B14,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3,,,,
B14,"Carlsbad Line, Caro-Kann",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6,,,,
B14,"Czerniak Line, Caro-Kann",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 Qa5,,,,
B14,"Reifir-Spielmann Line, Caro-Kann",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 Qb6,,,,
B15,B15,1.e4 c6 2.d4 d5 3.Nc3,,,,
B15,"Gurgenidze Variation, Caro",1.e4 c6 2.d4 d5 3.Nc3 b5,,,,
B15,"Von Hennig Gambit, Caro",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Bc4,,,,
B15,"Milner-Barry Gambit, Caro; Rasa-Studier Gambit",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.f3,,,,
B15,"Knight Variation, Caro",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6,,,,
B15,"Tarrasch (Alekhine) Gambit, Caro",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Bd3,,,,
B15,"Tartakower Variation, Caro",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6,,,,
B15,"Forgacs Variation, Caro Kann",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6 6.Bc4,,,,
B15,"Gurgenidze System, Caro-Kann",1.e4 c6 2.d4 d5 3.Nc3 g6,,,,
B15,"Gurgenidze Variation, Caro",1.e4 c6 2.d4 d5 3.Nc3 g6 4.e5 Bg7 5.f4 h5,,,,
B15,"Campomanes Attack, Caro",1.e4 c6 2.d4 d5 3.Nc3 Nf6,,,,
B16,"Finnish Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 h6,,,,
B16,"Nimzovich; Bronstein-Larsen, Caro; B16",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6,,,,
B17,"Karpov Variation, Caro-Kann; B17",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7,,,,
B17,"Smyslov Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Ng5 e6 7.Qe2 Nb6,,,,
B17,"Tiviakov-Fischer Attack, Caro-Kann",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Nxf6+ Nxf6,,,,
B17,"Kasparov Attack, Caro-Kann",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3,,,,
B17,"Ivanchuk Defense, Caro Kann",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Ng5 Ndf6,,,,
B18,"Classical Variation, Caro; B18",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5,,,,
B18,"Flohr Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.Nh3,,,,
B19,B19,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3,,,,
B19,"Seirawan Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.e5 Bh7 9.Bd3 Bxd3 10.Qxd3,,,,
B20,Sicilian Defense; B20,1.e4 c5ï¿½,,,,
B20,"Mengarini Gambit, Sicilian",1.e4 c5 2.a3ï¿½ï¿½,,,,
B20,"Mengarini Gambit, Sicilian",1.e4 c5 2.a3 Nc6 3.b4,,,,
B20,"Snyder Variation, Sicilian",1.e4 c5 2.b3,,,,
B20,"Queen Fianchetto Variation, Sicilian",1.e4 c5 2.b3 b6,,,,
B20,"Wing Gambit, Sicilian",1.e4 c5 2.b4,,,,
B20,"Marshall Variation, Sicilian",1.e4 c5 2.b4 cxb4 3.a3ï¿½ï¿½,,,,
B20,"Wing; Carlsbad Variation, Sicilian",1.e4 c5 2.b4 cxb4 3.a3 bxa3,,,,
B20,"Marienbad Variation, Sicilian",1.e4 c5 2.b4 cxb4 3.a3 d5 4.exd5 Qxd5 5.Bb2,,,,
B20,"Abrahams Variation, Sicilian Wing Gambit",1.e4 c5 2.b4 cxb4 3.Bb2,,,,
B20,"Santasiere Wing Gambit, Sicilian",1.e4 c5 2.b4 cxb4 3.c4,,,,
B20,"Bowlder Attack, Sicilian",1.e4 c5 2.Bc4,,,,
B20,Slow Sicilian,1.e4 c5 2.Be2,,,,
B20,"Staunton-Cochrane Variation, Sicilian",1.e4 c5 2.c4ï¿½ï¿½,,,,
B20,"Gloria Variation, Sicilian",1.e4 c5 2.c4 d6 3.Nc3 Nc6 4.g3 h5,,,,
B20,"Chameleon Variation, Sicilian",1.e4 c5 2.d3,,,,
B20,"Big Clamp Variation, Sicilian",1.e4 c5 2.d3 Nc6 3.c3 d6 4.f4,,,,
B20,Sicilian Center Game,1.e4 c5 2.d4 cxd4,,,,
B20,"Smith-Morra; Fleissig Gambit, Sic",1.e4 c5 2.d4 cxd4 3.c3,,,,
B20,"Rivadavia Gambit, Sicilian",1.e4 c5 2.d4 cxd4 3.c3,,,,
B20,"Push Variation, Smith-Morra Gambit, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 d3,,,,
B20,"Dubois Variation, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 d3 4.c4,,,,
B20,"Scandanavian Formation, Smith-Morra, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 d5,,,,
B20,"Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3,,,,
B20,"Chicago Defense, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 d6 5.Bc4 e6 6.Nf3 Nf6 7.O-O a6,,,,
B20,"Taimanov Formation, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 e6 5.Bc4 a6 6.Nf3 Ne7,,,,
B20,"Kan Formation, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 e6 5.Nf3 a6,,,,
B20,"Fianchetto Defense, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 e6 5.Nf3 g6,,,,
B20,"Classical Formation, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 d6 6.Bc4 a6 7.O-O Nf6,,,,
B20,"Scheveningen Formation, Smith-Morra Accepted",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 d6 6.Bc4 e6,,,,
B20,"Paulsen Formation, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 a6,,,,
B20,"Morphy Defense Deferred, Smith-Morra Accepted",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 a6 7.O-O b5 8.Bb3 Bc5,,,,
B20,"Larsen Defense, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 a6 7.O-O Qc7 8.Qe2 Bd6,,,,
B20,"Pin Defense, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 Bb4,,,,
B20,"Morphy Defense, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 Bc5,,,,
B20,"Sozin Formation, Smith-Morra Accepted, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 d6 7.O-O a6 8.Qe2 b5,,,,
B20,"Center Formation, Smith-Morra Declined, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 e5,,,,
B20,"Alapin Formation, Smith-Morra Declined, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 Nf6,,,,
B20,"Wing Formation, Smith-Morra Declined, Sicilian",1.e4 c5 2.d4 cxd4 3.c3 Qa5,,,,
B20,"Halasz Gambit, Sicilian",1.e4 c5 2.d4 cxd4 3.f4,,,,
B20,"Morphy Gambit, Sicilian",1.e4 c5 2.d4 cxd4 3.Nf3,,,,
B20,"Andreaschek Gambit, Sicilian",1.e4 c5 2.d4 cxd4 3.Nf3 e5 4.c3,,,,
B20,"Steinitz; Tartakower, Lasker-Dunne Variation, Sicilian",1.e4 c5 2.g3,,,,
B20,"Myers Attack, Sicilian",1.e4 c5 2.h4,,,,
B20,King David's Opening,1.e4 c5 2.Ke2,,,,
B20,"Keres; Billium Attack, Sicilian; Chameleon",1.e4 c5 2.Ne2,,,,
B20,"Brick Variation, Sicilian",1.e4 c5 2.Nh3,,,,
B21,"Larsen-Santasiere (McDonnell Attack) Variation, Sicilian; B21",1.e4 c5 2.f4,,,,
B21,"Tal Gambit, Sicilian",1.e4 c5 2.f4 d5 3.exd5 Nf6,,,,
B22,"Alapin; Sveshnikov Var, Sicilian; B22",1.e4 c5 2.c3,,,,
B22,"Barmen Defense, Sicilian",1.e4 c5 2.c3 d5 3.exd5 Qxd5,,,,
B22,"Sherzer Variation, Sicilian",1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 e6 5.Nf3 Nc6,,,,
B22,"Stoltz Attack, Sicilian",1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 Nc6 5.Bc4 Nb6 6.Bb3,,,,
B23,"Closed; Chigorin Variation, Sicilian; B23",1.e4 c5 2.Nc3,,,,
B23,"Grand Prix Variation, Sicilian",1.e4 c5 2.Nc3 d6 3.f4,,,,
B23,"Marshall Gambit, Sicilian",1.e4 c5 2.Nc3 e6 3.d4 d5,,,,
B23,"Korchnoi Defense, Sicilian",1.e4 c5 2.Nc3 e6 3.g3 d5,,,,
B23,Traditional Closed Sicilian,1.e4 c5 2.Nc3 Nc6,,,,
B23,"Portland Attack, Sicilian",1.e4 c5 2.Nc3 Nc6 3.d3 g6 4.g4,,,,
B23,"Vinken System, Sicilian; Grand Prix Attack",1.e4 c5 2.Nc3 Nc6 3.f4,,,,
B23,"Schofman Variation, Sicilian",1.e4 c5 2.Nc3 Nc6 3.f4 g6 4.Nf3 Bg7 5.Bc4 e6 6.f5,,,,
B23,Chameleon Sicilian,1.e4 c5 2.Nc3 Nc6 3.Nge2,,,,
B24,"Fianchetto Variation, Sicilian Closed; B24",1.e4 c5 2.Nc3 Nc6 3.g3,,,,
B25,B25,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6,,,,
B25,"Botvinnik Defense, Sicilian Closed",1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.f4 e5,,,,
B25,"Edge Variation, Sicilian Closed",1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.f4 e5 7.Nh3 Nge7,,,,
B26,B26,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.Be3,,,,
B27,B27,1.e4 c5 2.Nf3,,,,
B27,"Polish Gambit, Sicilian",1.e4 c5 2.Nf3 b5,,,,
B27,"Katalimov Variation, Sicilian",1.e4 c5 2.Nf3 b6,,,,
B27,"Jalalabad Variation, Sicilian",1.e4 c5 2.Nf3 e5,,,,
B27,"Brussels Gambit, Sicilian",1.e4 c5 2.Nf3 f5,,,,
B27,"Double-Dutch Gambit, Sicilian",1.e4 c5 2.Nf3 f5 3.exf5 Nh6,,,,
B27,"Hyperaccelerated Dragon, Sicilian",1.e4 c5 2.Nf3 g6,,,,
B27,"Action Extension, Sicilian",1.e4 c5 2.Nf3 g6 3.c4 Bh6,,,,
B27,"Hyperaccelerated Pterodactyl, Sic",1.e4 c5 2.Nf3 g6 3.d4 Bg7,,,,
B27,"Frederico Variation, Sicilian",1.e4 c5 2.Nf3 g6 3.d4 f5,,,,
B27,Sicilian Fred,1.e4 c5 2.Nf3 g6 3.d4 f5,,,,
B27,"Buecker Variation, Sicilian",1.e4 c5 2.Nf3 h6,,,,
B27,"Mongoose Variation, Sicilian",1.e4 c5 2.Nf3 Qa5,,,,
B27,"Althouse; Stiletto Variation, Sicilian",1.e4 c5 2.Nf3 Qa5,,,,
B27,"Accelerated Paulsen, Sicilian",1.e4 c5 2.Nf3 Qc7,,,,
B27,"Quinteros Variation, Sicilian",1.e4 c5 2.Nf3 Qc7,,,,
B28,"O'Kelly Variation, Sicilian; B28",1.e4 c5 2.Nf3 a6,,,,
B28,"Kieseritzky System, Sicilian",1.e4 c5 2.Nf3 a6 3.b3,,,,
B28,"Wing Gambit, Sicilian",1.e4 c5 2.Nf3 a6 3.b4,,,,
B28,"Aronin System, Sicilian",1.e4 c5 2.Nf3 a6 3.Be2,,,,
B28,"Venice System, Sicilian",1.e4 c5 2.Nf3 a6 3.c3,,,,
B28,"Ljubojevic Line, Sicilian",1.e4 c5 2.Nf3 a6 3.c3 b5,,,,
B28,"Gambit Line, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.c3 d5 4.exd5 Nf6,,,,
B28,"Steiner Line, Sicilian",1.e4 c5 2.Nf3 a6 3.c3 d6,,,,
B28,"Barcza Line, Sicilian",1.e4 c5 2.Nf3 a6 3.c3 Nf6,,,,
B28,"Maroczy Bind, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.c4,,,,
B28,"Robatsch Line, Sicilian",1.e4 c5 2.Nf3 a6 3.c4 d6,,,,
B28,"Paulsen Line, Sicilian",1.e4 c5 2.Nf3 a6 3.c4 e6,,,,
B28,"Geller Line, Sicilian",1.e4 c5 2.Nf3 a6 3.c4 Nc6 4.d4 cxd4 5.Nxd4 e5,,,,
B28,"Quiet System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d3,,,,
B28,"Normal System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d4,,,,
B28,"Cortlever Gambit, Sicilian",1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Bc4,,,,
B28,"Smith-Morra Line, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.c3,,,,
B28,"Taimanov Line, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 e5,,,,
B28,"Kan Line, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 e6,,,,
B28,"Zagorovsky Line, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Qxd4,,,,
B28,"Reti System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.g3,,,,
B28,"Yerevan System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.Nc3,,,,
B29,"Nimzovich; Rubinstein Var, Sicilian; B29",1.e4 c5 2.Nf3 Nf6,,,,
B29,"Advance Variation, Sicilian",1.e4 c5 2.Nf3 Nf6 3.e5,,,,
B30,Old Sicilian,1.e4 c5 2.Nf3 Nc6,,,,
B30,"Rossolimo (Nezmetdinov) Variation, Sicilian; B30",1.e4 c5 2.Nf3 Nc6 3.Bb5,,,,
B31,B31,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6,,,,
B31,"Gufeld Gambit, Sicilian",1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 e5 6.d4,,,,
B31,"Lutikov Gambit, Sicilian",1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 Nf6 6.d4,,,,
B31,"Gurgenidze Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.Re1 e5 6.b4,,,,
B31,"San Francisco Gambit, Sicilian",1.e4 c5 2.Nf3 Nc6 3.Bb5 Na5 4.b4,,,,
B32,B32,1.e4 c5 2.Nf3 Nc6 3.d4,,,,
B32,"Nimzovich Variation, Sicilian; Nimzo-American Variation",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 d5,,,,
B32,"Bourdonnais; Lowenthal Var, Sic",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5,,,,
B32,"Kalashnikov Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6,,,,
B32,"Retreat Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Nf3,,,,
B32,"Godiva Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6,,,,
B32,"Flohr Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7,,,,
B33,B33,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6,,,,
B33,"Four Knights Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3,,,,
B33,"Lasker-Pelikan Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5,,,,
B33,"Pelikan Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6,,,,
B33,"Chelyabinsk Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5,,,,
B33,"Sveshnikov Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 f5,,,,
B33,"Bird Variation, Siclian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 Be6,,,,
B34,Accelerated Dragon; Fianchetto Var; B34,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6,,,,
B35,B35,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.Nc3 Bg7 6.Be3 Nf6 7.Bc4,,,,
B36,"Maroczy Bind, Sicilian; B36",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4,,,,
B36,"Gurgenidze Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Nf6 6.Nc3 Nxd4 7.Qxd4 d6,,,,
B37,B37,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7,,,,
B38,B38,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7 6.Be3,,,,
B39,"Breyer Variation, Sicilian; B39",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7 6.Be3 Nf6 7.Nc3 Ng4,,,,
B40,"French Variation, Sicilian; B40",1.e4 c5 2.Nf3 e6,,,,
B40,"Wing Gambit Deferred, Sicilian",1.e4 c5 2.Nf3 e6 3.b4,,,,
B40,"Kramnik Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.c4,,,,
B40,"Gaw-Paw Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Qb6,,,,
B40,"Kveinis Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Qb6,,,,
B41,B41,1.e4 c5 2.Nf3 e6 3.d4,,,,
B41,"Accelerated Wimpy Variation, Sic",1.e4 c5 2.Nf3 e6 3.d4 cxd4,,,,
B41,"Paulsen; Kan Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6,,,,
B41,"Reti Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4,,,,
B41,"Hedgehog Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 g6,,,,
B41,"Bronstein Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Bb4 7.Bd3 Nc6,,,,
B41,"Anderssen; Counterattack Var, Sic",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6,,,,
B41,Pin Variation; Sicilian CounterAttack,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4,,,,
B41,"Jaffe Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4 6.Bd3 e5,,,,
B41,"Koch Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4 6.e5,,,,
B41,"Marshall Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 d5,,,,
B42,B42,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3,,,,
B42,"Polugaevsky Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Bc5,,,,
B42,"Swiss Cheese Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 g6,,,,
B43,B43,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3,,,,
B44,"Taimanov; Bastrikov, Paulsen Variation, Sicilian; B44",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6,,,,
B44,"Szen Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5,,,,
B44,"Gary Gambit, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5 d6 6.c4 Nf6 7.N1c3 a6 8.Na3 d5,,,,
B45,B45,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3,,,,
B45,"Paulsen Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Nf6 6.Ndb5 Bb4,,,,
B45,"American Attack, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Nf6 6.Ndb5 Bb4 7.Nd6+,,,,
B45,"Four Knights Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6,,,,
B45,"Cobra Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 Bc5,,,,
B46,B46,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6,,,,
B46,"Taimanov Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6 6.Be2 Nge7,,,,
B47,"Bastrikov Variation, Sicilian; B47",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7,,,,
B47,"Ponomariov Gambit, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Ndb5 Qb8 7.Be3 a6 8.Bb6,,,,
B48,B48,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3,,,,
B49,B49,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.Be2,,,,
B50,"Modern Variation, Sicilian; B50",1.e4 c5 2.Nf3 d6,,,,
B50,"Kopec System, Sicilian",1.e4 c5 2.Nf3 d6 3.Bd3,,,,
B50,"Delayed Alapin, Sicilian",1.e4 c5 2.Nf3 d6 3.c3,,,,
B50,Basman-Palatnik Gambit,1.e4 c5 2.Nf3 d6 3.c3 Nf6 4.Be2 Nc6 5.d4 cxd4 6.cxd4 Nxe4,,,,
B50,"Kotov Gambit, Sicilian",1.e4 c5 2.Nf3 d6 3.g3 b5,,,,
B51,"Wing Gambit Deferred, Sicilian",1.e4 c5 2.Nf3 d6 3.b4,,,,
B51,"Moscow Variation, Sicilian; Canal Attack; B51",1.e4 c5 2.Nf3 d6 3.Bb5+,,,,
B51,"Moscow Gambit, Sicilian",1.e4 c5 2.Nf3 d6 3.Bb5+ Nc6 4.O-O Bd7 5.c3 a6 6.Bxc6 Bxc6 7.Re1 Nf6 8.d4 Bxe4 9.Bg5,,,,
B51,"Dorfman Gambit, Sicilian",1.e4 c5 2.Nf3 d6 3.Bb5+ Nc6 4.O-O Bd7 5.Qe2 g6 6.e5,,,,
B52,"Main Line, Canal Attack, Sicilian; B52",1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7ï¿½ï¿½,,,,
